strategy,chunk_id,file_name,page_number,char_count,word_count,text_preview
medium_recursive,doc_00058_chunk_006,nist.sp.800-61r2.pdf,24.0,123,18,outsourced if communications are weak among teams or if the organization simply does not collect the necessary information.
medium_recursive,doc_00068_chunk_000,nist.sp.800-61r2.pdf,34.0,71,10,COMPUTER SECURITY INCIDENT HANDLING GUIDE 25 3.2 Detection and Analysis
medium_recursive,doc_00071_chunk_007,nist.sp.800-61r2.pdf,37.0,65,4,32 http://nvd.nist.gov/ 33 http://www.us-cert.gov/cas/signup.html
medium_recursive,doc_00072_chunk_006,nist.sp.800-61r2.pdf,38.0,56,2,34 http://csrc.nist.gov/publications/PubsSPs.html#800-92
medium_recursive,doc_00076_chunk_002,nist.sp.800-61r2.pdf,42.0,102,14,was accessed or exfiltrated Integrity Loss Sensitive or proprietary information was changed or deleted
medium_recursive,doc_00078_chunk_000,nist.sp.800-61r2.pdf,44.0,87,11,"COMPUTER SECURITY INCIDENT HANDLING GUIDE 35 3.3 Containment, Eradication, and Recovery"
medium_recursive,doc_00089_chunk_000,nist.sp.800-61r2.pdf,55.0,88,11,COMPUTER SECURITY INCIDENT HANDLING GUIDE 46  Figure 4-1. Incident Response Coordination
medium_recursive,doc_00092_chunk_004,nist.sp.800-61r2.pdf,58.0,114,17,There are also many legal issues to consider regarding data sharing. See Section 4.1.2 for additional information.
medium_recursive,doc_00095_chunk_004,nist.sp.800-61r2.pdf,61.0,127,17,"3.3.4) 4. Which personnel would be involved in the containment, eradication, and/or recovery processes? (Sections 3.3.1, 3.3.4)"
large_recursive,doc_00011_chunk_000,NIST.CSWP.29.pdf,9.0,75,13,"NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024 5"
large_recursive,doc_00016_chunk_002,NIST.CSWP.29.pdf,14.0,62,10,Fig. 5. Using the CSF to improve risk management communication
large_recursive,doc_00019_chunk_000,NIST.CSWP.29.pdf,17.0,76,13,"NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024 13"
large_recursive,doc_00022_chunk_000,NIST.CSWP.29.pdf,20.0,73,12,"NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024"
large_recursive,doc_00023_chunk_000,NIST.CSWP.29.pdf,21.0,73,12,"NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024"
large_recursive,doc_00025_chunk_000,NIST.CSWP.29.pdf,23.0,73,12,"NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024"
large_recursive,doc_00026_chunk_000,NIST.CSWP.29.pdf,24.0,73,12,"NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024"
large_recursive,doc_00028_chunk_000,NIST.CSWP.29.pdf,26.0,73,12,"NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024"
large_recursive,doc_00031_chunk_000,NIST.CSWP.29.pdf,29.0,73,12,"NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024"
large_recursive,doc_00032_chunk_000,NIST.CSWP.29.pdf,30.0,73,12,"NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024"
large_recursive,doc_00034_chunk_001,nist.sp.800-61r2.pdf,0.0,143,7,Related Information https://csrc.nist.gov/pubs/sp/800/61/r3/final https://csrc.nist.gov/projects/incident-response Withdrawal Announcement Link
large_recursive,doc_00054_chunk_004,nist.sp.800-61r2.pdf,20.0,25,2,8 http://www.us-cert.gov/
large_recursive,doc_00056_chunk_004,nist.sp.800-61r2.pdf,22.0,108,4,14 http://www.whitehouse.gov/omb/memoranda/fy2007/m07-16.pdf 15 http://www.ncsl.org/default.aspx?tabid=13489
large_recursive,doc_00068_chunk_000,nist.sp.800-61r2.pdf,34.0,71,10,COMPUTER SECURITY INCIDENT HANDLING GUIDE 25 3.2 Detection and Analysis
large_recursive,doc_00071_chunk_004,nist.sp.800-61r2.pdf,37.0,65,4,32 http://nvd.nist.gov/ 33 http://www.us-cert.gov/cas/signup.html
large_recursive,doc_00072_chunk_004,nist.sp.800-61r2.pdf,38.0,56,2,34 http://csrc.nist.gov/publications/PubsSPs.html#800-92
large_recursive,doc_00078_chunk_000,nist.sp.800-61r2.pdf,44.0,87,11,"COMPUTER SECURITY INCIDENT HANDLING GUIDE 35 3.3 Containment, Eradication, and Recovery"
